data,h,name
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1561,"
							          IBM Rational DOORS Next Generation和Rational Requir...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1560,"
							          IBM Rational Rhapsody Design Manager和Rational Soft...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1559,"
							          IBM Rational Rhapsody Design Manager和Rational Soft...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1558,"
							          IBM Rational Rhapsody Design Manager和Rational Soft...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1557,"
							          IBM Rational Rhapsody Design Manager和Rational Soft...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1567,"
                               		  AXML Parser 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1566,"
                               		  axmldec 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1565,"
                               		  MP4v2 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1564,"
                               		  nss 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1563,"
                               		  WebKitGTK+ 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1562,"
                               		  libxml2 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1556,"
                               		  F5 BIG-IP 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1555,"
                               		  F5 BIG-IP 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1554,"
                               		  F5 BIG-IP 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1553,"
                               		  F5 BIG-IP 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1552,"
                               		  F5 BIG-IP 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1551,"
                               		  Clementine Music Player 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1550,"
                               		  AVEVA InduSoft Web Studio 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1549,"
                               		  OpenJPEG 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1548,"
                               		  Canvas Draw 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1547,"
                               		  Canvas Draw 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1546,"
                               		  Canvas Draw 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1545,"
                               		  Canvas Draw 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1544,"
                               		  Canvas Draw 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1543,"
                               		  Canvas Draw 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1542,"
                               		  Aditus 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1541,"
                               		  TP-Link WR840N 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1540,"
                               		  redhat-certification 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1539,"
                               		  redhat-certification 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1538,"
                               		  Symfony 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1537,"
                               		  ImageMagick 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1536,"
                               		  ImageMagick 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1535,"
                               		  ImageMagick 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1534,"
                               		  ImageMagick 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1533,"
                               		  Wireshark 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1532,"
                               		  espritblock eos4j 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1531,"
                               		  cckevincyh SSH CompanyWebsite 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1530,"
                               		  cckevincyh SSH CompanyWebsite 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1529,"
                               		  MP4v2 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1528,"
                               		  Eclipse Mojarra 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1527,"
                               		  Red Hat 389-ds-base 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1526,"
                               		  Oracle MySQL Workbench组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1525,"
                               		  Oracle MySQL Server组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1524,"
                               		  Oracle Retail Applications MICROS Retail-J组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1523,"
                               		  Oracle Retail Applications MICROS Retail-J组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1522,"
                               		  Oracle Retail Applications MICROS Retail-J组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1521,"
							          Oracle Retail Applications Retail Bulk Data Integr...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1520,"
                               		  Oracle Sun Systems Products Solaris组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1519,"
							          Oracle Financial Services Applications Banking Cor...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1518,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1517,"
							          Oracle Financial Services Applications FLEXCUBE En...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1516,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1515,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1514,"
                               		  Oracle Fusion Middleware BI Publisher组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1513,"
                               		  Oracle Sun Systems Products Suite Solaris组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1512,"
                               		  Oracle Sun Systems Products Suite Solaris组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1511,"
							          Oracle Communications Applications Communications ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1510,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1509,"
							          Oracle Sun Systems Products Suite Hardware Managem...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1508,"
							          Oracle Hyperion Hyperion Financial Reporting组件安全漏洞...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1507,"
                               		  Oracle Sun Systems Products Suite Solaris组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1506,"
							          Oracle Hyperion Hyperion Data Relationship Managem...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1505,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1504,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1503,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1502,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1501,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1500,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1499,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1498,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1497,"
                               		  Oracle Fusion Middleware BI Publisher组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1496,"
                               		  Oracle Sun Systems Products Suite Solaris组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1495,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1494,"
                               		  Oracle Sun Systems Products Suite Solaris组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1493,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1492,"
							          Oracle Sun Systems Products Suite Solaris Cluster组...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1491,"
							          Oracle Sun Systems Products Suite SuperCluster Spe...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1490,"
							          Oracle E-Business Suite Application Object Library...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1489,"
							          Oracle Communications Applications Communications ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1488,"
							          Oracle Sun Systems Products Suite Sun ZFS Storage ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1487,"
                               		  Oracle Java SE组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1486,"
                               		  Oracle Database Server Core RDBMS组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1485,"
                               		  Oracle Java SE和Java SE Embedded组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1484,"
                               		  Oracle Java SE组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1483,"
                               		  Oracle Java SE组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1482,"
							          Oracle Fusion Middleware Fusion Middleware MapView...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1481,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1480,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1479,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1478,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1477,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1476,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1475,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1474,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1473,"
                               		  Oracle Java SE、Java SE Embedded和JRockit组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1472,"
							          Oracle E-Business Suite One-to-One Fulfillment组件安全...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1471,"
                               		  Oracle E-Business Suite Order Management组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1470,"
							          Oracle Hospitality Applications Hospitality OPERA ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1469,"
							          Oracle Hospitality Applications Hospitality OPERA ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1468,"
							          Oracle Hospitality Applications Hospitality OPERA ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1467,"
                               		  Oracle Fusion Middleware BI Publisher组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1466,"
                               		  Oracle Siebel CRM Siebel UI Framework组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1465,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1464,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1463,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1462,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1461,"
                               		  Oracle Java SE组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1460,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1459,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1458,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1457,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1456,"
							          Oracle Construction and Engineering Suite Primaver...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1455,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1454,"
                               		  Oracle Java SE 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1453,"
                               		  Oracle Java SE和Java SE Embedded组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1452,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1451,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1450,"
							          Oracle Enterprise Manager Products Suite Enterpris...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1449,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1448,"
							          Oracle Hospitality Applications Hospitality Simpho...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1447,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1446,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1445,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1444,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1443,"
							          Oracle Hospitality Applications Hospitality Cruise...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1442,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1441,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1440,"
                               		  Oracle E-Business Suite Marketing组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1439,"
                               		  Oracle iLearning 安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1438,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1437,"
                               		  Oracle E-Business Suite Trade Management组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1436,"
							          Oracle Fusion Middleware Outside In Technology组件安全...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1435,"
							          Oracle E-Business Suite CRM Technical Foundation组件...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1434,"
                               		  Oracle E-Business Suite iStore组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1433,"
                               		  Oracle E-Business Suite iStore组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1432,"
							          Oracle E-Business Suite Applications Manager组件安全漏洞...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1431,"
                               		  Oracle E-Business Suite Scripting组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1430,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1429,"
							          Oracle Hospitality Applications Hospitality Cruise...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1428,"
							          Oracle Hospitality Applications Hospitality Cruise...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1427,"
							          Oracle Hospitality Applications Hospitality Cruise...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1426,"
							          Oracle Hospitality Applications Hospitality Cruise...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1425,"
                               		  Oracle Database Server Java VM组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1424,"
                               		  Oracle Virtualization VM VirtualBox组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1423,"
							          Oracle JD Edwards Products JD Edwards EnterpriseOn...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1422,"
                               		  Oracle Fusion Middleware Tuxedo组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1421,"
                               		  Oracle E-Business Suite Marketing组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1420,"
							          Oracle Fusion Middleware Outside In Technology组件安全...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1419,"
							          Oracle Fusion Middleware Outside In Technology组件安全...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1418,"
                               		  Oracle E-Business Suite Trade Management组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1417,"
							          Oracle Hospitality Applications Hospitality OPERA ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1416,"
							          Oracle Hospitality Applications Hospitality OPERA ...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1415,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1414,"
							          Oracle PeopleSoft Products PeopleSoft Enterprise P...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1413,"
							          Oracle E-Business Suite CRM Technical Foundation组件...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1412,"
                               		  Oracle E-Business Suite iStore组件安全漏洞"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1411,"
							          Oracle Financial Services Applications FLEXCUBE Un...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1410,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1409,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1408,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1407,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1406,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1405,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1404,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1403,"
							          Oracle Financial Services Applications Banking Pay...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1402,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1401,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1400,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1399,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1398,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1397,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1396,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1395,"
							          Oracle Financial Services Applications FLEXCUBE In...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1394,"
							          Oracle Financial Services Applications Banking Cor...
								"
"
				                          ",/web/xxk/ldxqById.tag?CNNVD=CNNVD-201807-1393,"
							          Oracle Financial Services Applications FLEXCUBE En...
								"
